0.0000 1.0000 0.6226 -0.6226
0.1000 1.0000 0.6227 -0.6227
0.2000 1.0000 0.6228 -0.6228
0.3000 1.0000 0.6229 -0.6229
0.4000 1.0000 0.6231 -0.6231
0.5000 1.0000 0.6232 -0.6232
0.6000 1.0000 0.6233 -0.6233
0.7000 1.0000 0.6234 -0.6234
0.8000 1.0000 0.6235 -0.6235
0.9000 1.0000 0.6237 -0.6237
1.0000 1.0000 0.6238 -0.6238
1.1000 1.0000 0.6239 -0.6239
1.2000 1.0000 0.6240 -0.6240
1.3000 1.0000 0.6241 -0.6241
1.4000 1.0000 0.6242 -0.6242
1.5000 1.0000 0.6244 -0.6244
1.6000 0.9999 0.6245 -0.6245
1.7000 0.9999 0.6246 -0.6246
1.8000 0.9999 0.6247 -0.6247
1.9000 0.9999 0.6248 -0.6248
2.0000 0.9999 0.6250 -0.6250
2.1000 0.9999 0.6251 -0.6251
2.2000 0.9999 0.6252 -0.6252
2.3000 0.9999 0.6253 -0.6253
2.4000 0.9999 0.6254 -0.6254
2.5000 0.9999 0.6255 -0.6255
2.6000 0.9999 0.6257 -0.6257
2.7000 0.9999 0.6258 -0.6258
2.8000 0.9998 0.6259 -0.6259
2.9000 0.9998 0.6260 -0.6260
3.0000 0.9998 0.6261 -0.6261
3.1000 0.9998 0.6262 -0.6262
3.2000 0.9998 0.6264 -0.6264
3.3000 0.9998 0.6265 -0.6265
3.4000 0.9998 0.6266 -0.6266
3.5000 0.9998 0.6267 -0.6267
3.6000 0.9997 0.6268 -0.6268
3.7000 0.9997 0.6270 -0.6270
3.8000 0.9997 0.6271 -0.6271
3.9000 0.9997 0.6272 -0.6272
4.0000 0.9997 0.6273 -0.6273
4.1000 0.9997 0.6274 -0.6274
4.2000 0.9997 0.6275 -0.6275
4.3000 0.9996 0.6277 -0.6277
4.4000 0.9996 0.6278 -0.6278
4.5000 0.9996 0.6279 -0.6279
4.6000 0.9996 0.6280 -0.6280
4.7000 0.9996 0.6281 -0.6281
4.8000 0.9995 0.6282 -0.6282
4.9000 0.9995 0.6284 -0.6284
5.0000 0.9995 0.6285 -0.6285
5.1000 0.9995 0.6286 -0.6286
5.2000 0.9995 0.6287 -0.6287
5.3000 0.9994 0.6288 -0.6288
5.4000 0.9994 0.6289 -0.6289
5.5000 0.9994 0.6291 -0.6291
5.6000 0.9994 0.6292 -0.6292
5.7000 0.9994 0.6293 -0.6293
5.8000 0.9993 0.6294 -0.6294
5.9000 0.9993 0.6295 -0.6295
6.0000 0.9993 0.6296 -0.6296
6.1000 0.9993 0.6298 -0.6298
6.2000 0.9992 0.6299 -0.6299
6.3000 0.9992 0.6300 -0.6300
6.4000 0.9992 0.6301 -0.6301
6.5000 0.9992 0.6302 -0.6302
6.6000 0.9991 0.6303 -0.6303
6.7000 0.9991 0.6305 -0.6305
6.8000 0.9991 0.6306 -0.6306
6.9000 0.9991 0.6307 -0.6307
7.0000 0.9990 0.6308 -0.6308
7.1000 0.9990 0.6309 -0.6309
7.2000 0.9990 0.6310 -0.6310
7.3000 0.9989 0.6311 -0.6311
7.4000 0.9989 0.6313 -0.6313
7.5000 0.9989 0.6314 -0.6314
7.6000 0.9989 0.6315 -0.6315
7.7000 0.9988 0.6316 -0.6316
7.8000 0.9988 0.6317 -0.6317
7.9000 0.9988 0.6318 -0.6318
8.0000 0.9987 0.6320 -0.6320
8.1000 0.9987 0.6321 -0.6321
8.2000 0.9987 0.6322 -0.6322
8.3000 0.9986 0.6323 -0.6323
8.4000 0.9986 0.6324 -0.6324
8.5000 0.9986 0.6325 -0.6325
8.6000 0.9985 0.6326 -0.6326
8.7000 0.9985 0.6328 -0.6328
8.8000 0.9985 0.6329 -0.6329
8.9000 0.9984 0.6330 -0.6330
9.0000 0.9984 0.6331 -0.6331
9.1000 0.9984 0.6332 -0.6332
9.2000 0.9983 0.6333 -0.6333
9.3000 0.9983 0.6335 -0.6335
9.4000 0.9983 0.6336 -0.6336
9.5000 0.9982 0.6337 -0.6337
9.6000 0.9982 0.6338 -0.6338
9.7000 0.9981 0.6339 -0.6339
9.8000 0.9981 0.6340 -0.6340
9.9000 0.9981 0.6341 -0.6341
10.0000 0.9980 0.6343 -0.6343
10.1000 0.9980 0.6344 -0.6344
10.2000 0.9979 0.6345 -0.6345
10.3000 0.9979 0.6346 -0.6346
10.4000 0.9979 0.6347 -0.6347
10.5000 0.9978 0.6348 -0.6348
10.6000 0.9978 0.6350 -0.6350
10.7000 0.9977 0.6351 -0.6351
10.8000 0.9977 0.6352 -0.6352
10.9000 0.9977 0.6353 -0.6353
11.0000 0.9976 0.6354 -0.6354
11.1000 0.9976 0.6355 -0.6355
11.2000 0.9975 0.6356 -0.6356
11.3000 0.9975 0.6358 -0.6358
11.4000 0.9974 0.6359 -0.6359
11.5000 0.9974 0.6360 -0.6360
11.6000 0.9973 0.6361 -0.6361
11.7000 0.9973 0.6362 -0.6362
11.8000 0.9972 0.6363 -0.6363
11.9000 0.9972 0.6364 -0.6364
12.0000 0.9972 0.6366 -0.6366
12.1000 0.9971 0.6367 -0.6367
12.2000 0.9971 0.6368 -0.6368
12.3000 0.9970 0.6369 -0.6369
12.4000 0.9970 0.6370 -0.6370
12.5000 0.9969 0.6371 -0.6371
12.6000 0.9969 0.6372 -0.6372
12.7000 0.9968 0.6374 -0.6374
12.8000 0.9968 0.6375 -0.6375
12.9000 0.9967 0.6376 -0.6376
13.0000 0.9967 0.6377 -0.6377
13.1000 0.9966 0.6378 -0.6378
13.2000 0.9966 0.6379 -0.6379
13.3000 0.9965 0.6380 -0.6380
13.4000 0.9965 0.6381 -0.6381
13.5000 0.9964 0.6383 -0.6383
13.6000 0.9963 0.6384 -0.6384
13.7000 0.9963 0.6385 -0.6385
13.8000 0.9962 0.6386 -0.6386
13.9000 0.9962 0.6387 -0.6387
14.0000 0.9961 0.6388 -0.6388
14.1000 0.9961 0.6389 -0.6389
14.2000 0.9960 0.6391 -0.6391
14.3000 0.9960 0.6392 -0.6392
14.4000 0.9959 0.6393 -0.6393
14.5000 0.9958 0.6394 -0.6394
14.6000 0.9958 0.6395 -0.6395
14.7000 0.9957 0.6396 -0.6396
14.8000 0.9957 0.6397 -0.6397
14.9000 0.9956 0.6398 -0.6398
15.0000 0.9956 0.6400 -0.6400
15.1000 0.9955 0.6401 -0.6401
15.2000 0.9954 0.6402 -0.6402
15.3000 0.9954 0.6403 -0.6403
15.4000 0.9953 0.6404 -0.6404
15.5000 0.9953 0.6405 -0.6405
15.6000 0.9952 0.6406 -0.6406
15.7000 0.9951 0.6408 -0.6408
15.8000 0.9951 0.6409 -0.6409
15.9000 0.9950 0.6410 -0.6410
16.0000 0.9949 0.6411 -0.6411
16.1000 0.9949 0.6412 -0.6412
16.2000 0.9948 0.6413 -0.6413
16.3000 0.9948 0.6414 -0.6414
16.4000 0.9947 0.6415 -0.6415
16.5000 0.9946 0.6417 -0.6417
16.6000 0.9946 0.6418 -0.6418
16.7000 0.9945 0.6419 -0.6419
16.8000 0.9944 0.6420 -0.6420
16.9000 0.9944 0.6421 -0.6421
17.0000 0.9943 0.6422 -0.6422
17.1000 0.9942 0.6423 -0.6423
17.2000 0.9942 0.6424 -0.6424
17.3000 0.9941 0.6426 -0.6426
17.4000 0.9940 0.6427 -0.6427
17.5000 0.9940 0.6428 -0.6428
17.6000 0.9939 0.6429 -0.6429
17.7000 0.9938 0.6430 -0.6430
17.8000 0.9937 0.6431 -0.6431
17.9000 0.9937 0.6432 -0.6432
18.0000 0.9936 0.6433 -0.6433
18.1000 0.9935 0.6435 -0.6435
18.2000 0.9935 0.6436 -0.6436
18.3000 0.9934 0.6437 -0.6437
18.4000 0.9933 0.6438 -0.6438
18.5000 0.9932 0.6439 -0.6439
18.6000 0.9932 0.6440 -0.6440
18.7000 0.9931 0.6441 -0.6441
18.8000 0.9930 0.6442 -0.6442
18.9000 0.9929 0.6443 -0.6443
19.0000 0.9929 0.6445 -0.6445
19.1000 0.9928 0.6446 -0.6446
19.2000 0.9927 0.6447 -0.6447
19.3000 0.9926 0.6448 -0.6448
19.4000 0.9926 0.6449 -0.6449
19.5000 0.9925 0.6450 -0.6450
19.6000 0.9924 0.6451 -0.6451
19.7000 0.9923 0.6452 -0.6452
19.8000 0.9923 0.6454 -0.6454
19.9000 0.9922 0.6455 -0.6455
20.0000 0.9921 0.6456 -0.6456
20.1000 0.9920 0.6457 -0.6457
20.2000 0.9919 0.6458 -0.6458
20.3000 0.9919 0.6459 -0.6459
20.4000 0.9918 0.6460 -0.6460
20.5000 0.9917 0.6461 -0.6461
20.6000 0.9916 0.6462 -0.6462
20.7000 0.9915 0.6464 -0.6464
20.8000 0.9915 0.6465 -0.6465
20.9000 0.9914 0.6466 -0.6466
21.0000 0.9913 0.6467 -0.6467
21.1000 0.9912 0.6468 -0.6468
21.2000 0.9911 0.6469 -0.6469
21.3000 0.9910 0.6470 -0.6470
21.4000 0.9910 0.6471 -0.6471
21.5000 0.9909 0.6472 -0.6472
21.6000 0.9908 0.6474 -0.6474
21.7000 0.9907 0.6475 -0.6475
21.8000 0.9906 0.6476 -0.6476
21.9000 0.9905 0.6477 -0.6477
22.0000 0.9905 0.6478 -0.6478
22.1000 0.9904 0.6479 -0.6479
22.2000 0.9903 0.6480 -0.6480
22.3000 0.9902 0.6481 -0.6481
22.4000 0.9901 0.6482 -0.6482
22.5000 0.9900 0.6483 -0.6483
22.6000 0.9899 0.6485 -0.6485
22.7000 0.9898 0.6486 -0.6486
22.8000 0.9897 0.6487 -0.6487
22.9000 0.9897 0.6488 -0.6488
23.0000 0.9896 0.6489 -0.6489
23.1000 0.9895 0.6490 -0.6490
23.2000 0.9894 0.6491 -0.6491
23.3000 0.9893 0.6492 -0.6492
23.4000 0.9892 0.6493 -0.6493
23.5000 0.9891 0.6494 -0.6494
23.6000 0.9890 0.6496 -0.6496
23.7000 0.9889 0.6497 -0.6497
23.8000 0.9888 0.6498 -0.6498
23.9000 0.9887 0.6499 -0.6499
24.0000 0.9886 0.6500 -0.6500
24.1000 0.9885 0.6501 -0.6501
