0.000 0.000 0.000
1.000 0.000 0.000
2.000 0.000 0.000
3.000 0.000 0.000
4.000 0.000 0.000
5.000 0.000 0.000
6.000 0.000 0.000
7.000 0.000 0.000
8.000 0.000 0.000
9.000 0.000 0.000
10.000 0.000 0.000
11.000 0.000 0.000
12.000 0.000 0.000
13.000 0.000 0.000
14.000 0.000 0.000
15.000 0.000 0.000
16.000 0.000 0.000
17.000 0.000 0.000
18.000 0.000 0.000
19.000 0.000 0.000
20.000 0.000 0.000
21.000 0.000 0.000
22.000 0.000 0.000
23.000 0.000 0.000
24.000 0.000 0.000
25.000 0.000 0.000
26.000 0.000 0.000
27.000 0.000 0.000
28.000 0.000 0.000
29.000 0.000 0.000
30.000 0.000 0.000
31.000 0.000 0.000
32.000 0.000 0.000
33.000 0.000 0.000
34.000 0.000 0.000
35.000 0.000 0.000
36.000 0.000 0.000
37.000 0.000 0.000
38.000 0.000 0.000
39.000 0.000 0.000
40.000 0.000 0.000
41.000 0.000 0.000
42.000 0.000 0.000
43.000 0.000 0.000
44.000 0.000 0.000
45.000 0.000 0.000
46.000 0.000 0.000
47.000 0.000 0.000
48.000 0.000 0.000
49.000 0.000 0.000
50.000 0.000 0.000
51.000 0.000 0.000
52.000 0.000 0.000
53.000 0.000 0.000
54.000 0.000 0.000
55.000 0.000 0.000
56.000 0.000 0.000
57.000 0.000 0.000
58.000 0.000 0.000
59.000 0.000 0.000
60.000 0.000 0.000
61.000 0.000 0.000
62.000 0.000 0.000
63.000 0.000 0.000
64.000 0.000 0.000
65.000 0.000 0.000
66.000 0.000 0.000
67.000 0.000 0.000
68.000 0.000 0.000
69.000 0.000 0.000
70.000 0.000 0.000
71.000 0.000 0.000
72.000 0.000 0.000
73.000 0.000 0.000
74.000 0.000 0.000
75.000 0.000 0.000
76.000 0.000 0.000
77.000 0.000 0.000
78.000 0.000 0.000
79.000 0.000 0.000
80.000 0.000 0.000
81.000 0.000 0.000
82.000 0.000 0.000
83.000 0.000 0.000
84.000 0.000 0.000
85.000 0.000 0.000
86.000 0.000 0.000
87.000 0.000 0.000
88.000 0.000 0.000
89.000 0.000 0.000
90.000 0.000 0.000
91.000 0.000 0.000
92.000 0.000 0.000
93.000 0.000 0.000
94.000 0.000 0.000
95.000 0.000 0.000
96.000 0.000 0.000
97.000 0.000 0.000
98.000 0.000 0.000
99.000 0.000 0.000
100.000 0.000 0.000
101.000 0.000 0.000
102.000 0.000 0.000
103.000 0.000 0.000
104.000 0.000 0.000
105.000 0.000 0.000
106.000 0.000 0.000
107.000 0.000 0.000
108.000 0.000 0.000
109.000 0.000 0.000
110.000 0.000 0.000
111.000 0.024 0.024
112.000 0.095 0.120
113.000 0.206 0.326
114.000 0.345 0.672
115.000 0.500 1.172
116.000 0.655 1.826
117.000 0.794 2.620
118.000 0.905 3.524
119.000 0.976 4.500
120.000 1.000 5.500
121.000 0.976 6.476
122.000 0.905 7.380
123.000 0.818 8.198
124.000 0.750 8.948
125.000 0.706 9.655
126.000 0.691 10.345
127.000 0.706 11.052
128.000 0.750 11.802
129.000 0.818 12.620
130.000 0.905 13.524
131.000 0.976 14.500
132.000 1.000 15.500
133.000 0.976 16.476
134.000 0.905 17.380
135.000 0.794 18.174
136.000 0.655 18.828
137.000 0.500 19.328
138.000 0.345 19.674
139.000 0.206 19.880
140.000 0.095 19.976
141.000 0.024 20.000
142.000 0.000 20.000
143.000 0.000 20.000
144.000 0.000 20.000
145.000 0.000 20.000
146.000 0.000 20.000
147.000 0.000 20.000
148.000 0.000 20.000
149.000 0.000 20.000
150.000 0.000 20.000
151.000 0.000 20.000
152.000 0.000 20.000
153.000 0.000 20.000
154.000 0.000 20.000
155.000 0.000 20.000
156.000 0.000 20.000
157.000 0.000 20.000
158.000 0.000 20.000
159.000 0.000 20.000
160.000 0.000 20.000
161.000 0.000 20.000
162.000 0.000 20.000
163.000 0.000 20.000
164.000 0.000 20.000
165.000 0.000 20.000
166.000 0.000 20.000
167.000 0.000 20.000
168.000 0.000 20.000
169.000 0.000 20.000
170.000 0.000 20.000
171.000 0.000 20.000
172.000 0.000 20.000
173.000 0.000 20.000
174.000 0.000 20.000
175.000 0.000 20.000
176.000 0.000 20.000
177.000 0.000 20.000
178.000 0.000 20.000
179.000 0.000 20.000
180.000 0.000 20.000
181.000 0.000 20.000
182.000 0.000 20.000
183.000 0.000 20.000
184.000 0.000 20.000
185.000 0.000 20.000
186.000 0.000 20.000
187.000 0.000 20.000
188.000 0.000 20.000
189.000 0.000 20.000
190.000 0.000 20.000
191.000 0.000 20.000
192.000 0.000 20.000
193.000 0.000 20.000
194.000 0.000 20.000
195.000 0.000 20.000
196.000 0.000 20.000
197.000 0.000 20.000
198.000 0.000 20.000
199.000 0.000 20.000
200.000 0.000 20.000
201.000 0.000 20.000
202.000 0.000 20.000
203.000 0.000 20.000
204.000 0.000 20.000
205.000 0.000 20.000
206.000 0.000 20.000
207.000 0.000 20.000
208.000 0.000 20.000
209.000 0.000 20.000
210.000 0.000 20.000
211.000 0.000 20.000
212.000 0.000 20.000
213.000 0.000 20.000
214.000 0.000 20.000
215.000 0.000 20.000
216.000 0.000 20.000
217.000 0.000 20.000
218.000 0.000 20.000
219.000 0.000 20.000
220.000 0.000 20.000
221.000 0.000 20.000
222.000 0.000 20.000
223.000 0.000 20.000
224.000 0.000 20.000
225.000 0.000 20.000
226.000 0.000 20.000
227.000 0.000 20.000
228.000 0.000 20.000
229.000 0.000 20.000
230.000 0.000 20.000
231.000 0.000 20.000
232.000 0.000 20.000
233.000 0.000 20.000
234.000 0.000 20.000
235.000 0.000 20.000
236.000 0.000 20.000
237.000 0.000 20.000
238.000 0.000 20.000
239.000 0.000 20.000
240.000 0.000 20.000
241.000 0.000 20.000
242.000 0.000 20.000
243.000 0.000 20.000
244.000 0.000 20.000
245.000 0.000 20.000
246.000 0.000 20.000
247.000 0.024 20.024
248.000 0.095 20.120
249.000 0.206 20.326
250.000 0.345 20.672
251.000 0.500 21.172
252.000 0.655 21.826
253.000 0.794 22.620
254.000 0.905 23.524
255.000 0.976 24.500
256.000 1.000 25.500
257.000 0.976 26.476
258.000 0.905 27.380
259.000 0.794 28.174
260.000 0.655 28.828
261.000 0.524 29.353
262.000 0.441 29.794
263.000 0.412 30.206
264.000 0.441 30.647
265.000 0.524 31.172
266.000 0.655 31.826
267.000 0.794 32.620
268.000 0.905 33.524
269.000 0.976 34.500
270.000 1.000 35.500
271.000 0.976 36.476
272.000 0.905 37.380
273.000 0.794 38.174
274.000 0.655 38.828
275.000 0.500 39.328
276.000 0.345 39.674
277.000 0.206 39.880
278.000 0.095 39.976
279.000 0.024 40.000
280.000 0.000 40.000
281.000 0.000 40.000
282.000 0.000 40.000
283.000 0.000 40.000
284.000 0.000 40.000
285.000 0.000 40.000
286.000 0.000 40.000
287.000 0.000 40.000
288.000 0.000 40.000
289.000 0.000 40.000
290.000 0.000 40.000
291.000 0.000 40.000
292.000 0.000 40.000
293.000 0.000 40.000
294.000 0.000 40.000
295.000 0.000 40.000
296.000 0.000 40.000
297.000 0.000 40.000
298.000 0.000 40.000
